CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
JPB3,UK Job Vacancies ratio per 100 emp jobs - Financial & Insurance Activities,,,2024-03-12,2024-04-16,
JPB4,UK Job Vacancies ratio per 100 emp jobs - Real Estate Activities,,,2024-03-12,2024-04-16,
JPB5,"UK Job Vacancies ratio per 100 emp jobs - Professional, Scientific & Technical",,,2024-03-12,2024-04-16,
JPB6,UK Job Vacancies ratio per 100 emp jobs - Admin & Support Service Activities,,,2024-03-12,2024-04-16,
JPB7,UK Job Vacancies ratio per 100 emp jobs - Public Administration & Defence,,,2024-03-12,2024-04-16,
JPB8,UK Job Vacancies ratio per 100 emp jobs - Education,,,2024-03-12,2024-04-16,
JPB9,UK Job Vacancies ratio per 100 emp jobs - Human Health & Social Work,,,2024-03-12,2024-04-16,
JPC2,"UK Job Vacancies ratio per 100 emp jobs - Arts, Entertainment & Recreation",,,2024-03-12,2024-04-16,
JPC3,UK Job Vacancies ratio per 100 emp jobs - Other Service Activities,,,2024-03-12,2024-04-16,
JPC4,UK Job Vacancies ratio per 100 emp jobs - Total Services,,,2024-03-12,2024-04-16,
JPC5,"Number of unemployed people per vacancy (UK exc Agriculture, Forestry & Fishing)",,,2024-03-12,2024-04-16,
MGSC,LFS: Unemployed: UK: All: Aged 16+: 000s: SA: Annual = 4 quarter average,,000's,2024-03-12,2024-04-16,
VASQ,Claimant Count : E92000001 England : People : SA : Percentage (%),,%,2024-03-12,2024-04-16,
VASR,Claimant Count : E92000001 England : People : NSA : Thousands,,,2024-03-12,2024-04-16,
VASS,Claimant Count : E92000001 England : People : NSA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOK,Claimant Count : E12000006 East : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMOL,Claimant Count : E12000006 East : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOM,Claimant Count : E12000006 East : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMON,Claimant Count : E12000006 East : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOO,Claimant Count : E12000007 London : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMOP,Claimant Count : E12000007 London : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOQ,Claimant Count : E12000007 London : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMOR,Claimant Count : E12000007 London : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOS,Claimant Count : E12000008 South East : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMOT,Claimant Count : E12000008 South East : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOU,Claimant Count : E12000008 South East : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMOV,Claimant Count : E12000008 South East : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOW,Claimant Count : E12000009 South West  : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMOX,Claimant Count : E12000009 South West  : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMOY,Claimant Count : E12000009 South West  : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMOZ,Claimant Count : E12000009 South West  : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPA,Claimant Count : E12000004 East Midlands : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPB,Claimant Count : E12000004 East Midlands : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPC,Claimant Count : E12000004 East Midlands : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPD,Claimant Count : E12000004 East Midlands : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPE,Claimant Count : E12000005 West Midlands : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPF,Claimant Count : E12000005 West Midlands : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPG,Claimant Count : E12000005 West Midlands : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPH,Claimant Count : E12000005 West Midlands : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPI,Claimant Count : E12000001 North East : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPJ,Claimant Count : E12000001 North East : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPK,Claimant Count : E12000001 North East : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPL,Claimant Count : E12000001 North East : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPU,Claimant Count : E12000002 North West : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPV,Claimant Count : E12000002 North West : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPW,Claimant Count : E12000002 North West : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPX,Claimant Count : E12000002 North West : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMPY,Claimant Count : E12000003 Yorkshire and The Humber : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMPZ,Claimant Count : E12000003 Yorkshire and The Humber : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQA,Claimant Count : E12000003 Yorkshire and The Humber : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQB,Claimant Count : E12000003 Yorkshire and The Humber : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQC,Claimant Count : W92000004 Wales  : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQD,Claimant Count : W92000004 Wales  : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQE,Claimant Count : W92000004 Wales  : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQF,Claimant Count : W92000004 Wales  : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQG,Claimant Count : S92000003 Scotland : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQH,Claimant Count : S92000003 Scotland : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQI,Claimant Count : S92000003 Scotland : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQJ,Claimant Count : S92000003 Scotland : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQK,Claimant Count : E92000001 England : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQL,Claimant Count : E92000001 England : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQM,Claimant Count : E92000001 England : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQN,Claimant Count : E92000001 England : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQO,Claimant Count : N92000002 Northern Ireland : Men : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQP,Claimant Count : N92000002 Northern Ireland : Men : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZMQQ,Claimant Count : N92000002 Northern Ireland : Women : SA : Thousands,,,2024-03-12,2024-04-16,
ZMQR,Claimant Count : N92000002 Northern Ireland : Women : SA : Percentage (%),,%,2024-03-12,2024-04-16,
ZSDP,Claimant Count: K03000001 GB : Male : SA : Thousands,,,2024-03-12,2024-04-16,
ZSDQ,Claimant count Females SA (GB) - thousands.,,,2024-03-12,2024-04-16,
ZSDR,Claimant count rate - male - SA (GB) %,,,2024-03-12,2024-04-16,
ZSDS,Claimant count rate - female - SA (GB) %,,,2024-03-12,2024-04-16,
ZWJW,Claimant Count : K02000001 UK : People : All Ages : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWJX,Claimant Count : K02000001 UK : People : 18-24 yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWJY,Claimant Count : K02000001 UK : Men : All Ages : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWJZ,Claimant Count : K02000001 UK : Men : 18-24 yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKA,Claimant Count : K02000001 UK : Women : All ages  : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKB,Claimant Count : K02000001 UK : Women : 18-24 yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKC,Claimant Count : K02000001 UK : People : 25-49 yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKD,Claimant Count : K02000001 UK : People : 50+ yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKE,Claimant Count : K02000001 UK : Men : 25-49 yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKF,Claimant Count : K02000001 UK : Men : 50+ yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKG,Claimant Count : K02000001 UK : Women : 25-49 yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
ZWKH,Claimant Count : K02000001 UK : Women : 50+ yrs : Percentage Over 12 Months : NSA : (%),,%,2024-03-12,2024-04-16,
